alcohol,4.61
alligator,3.32
almond,3.53
almonds,3.28
anchovies,2.72
anchovy,2.58
apple,4.76
apples,3.96
apricot,2.98
apricots,2.74
asparagus,3.25
bacon,4.15
banana,4.0
bananas,3.7
bark,3.85
barley,3.49
basil,3.65
bass,4.28
bean,3.98
beans,4.14
beef,4.29
beer,4.7
beet,3.05
beets,3.07
berries,3.57
beverage,3.69
biscuit,3.45
biscuits,3.6
bison,3.26
blackberries,2.8
blackberry,3.65
bologna,3.25
bread,4.5
breakfast,4.61
broth,3.39
brownie,3.21
brownies,3.19
bun,3.56
buns,3.39
burger,4.07
butter,4.4
cabbage,3.55
cake,4.53
cakes,3.85
candies,3.14
candy,4.29
carrot,3.62
carrots,3.63
casserole,3.07
cat,4.78
cauliflower,3.2
celery,3.32
cereals,3.2
cheddar,3.29
cheese,4.57
cherries,3.27
cherry,4.18
chew,3.66
chicken,4.63
chili,3.73
chinese,5.01
chip,4.31
chips,4.21
chocolate,4.49
cider,3.5
cinnamon,3.7
clam,3.22
cobbler,2.82
cod,3.89
coffee,4.86
coke,4.08
cookie,4.07
cookies,4.12
corn,4.19
cornmeal,2.47
crab,3.76
cracker,3.45
crackers,3.45
cranberries,2.79
cranberry,3.17
cream,4.62
cucumber,3.41
cucumbers,3.04
curry,3.96
custard,3.17
cuttlefish,2.53
dairy,4.09
danish,3.91
date,5.22
dates,4.54
desert,4.4
dessert,3.83
dill,3.11
dip,4.05
dog,5.1
dolphin,3.67
dough,3.86
doughnut,3.17
doughnuts,3.15
dressing,4.17
duck,4.21
dumpling,2.67
dumplings,3.0
eel,3.23
egg,4.46
eggs,4.5
electrolyte,3.07
fat,4.85
fig,4.1
fish,4.9
flour,4.0
food,5.4
foods,4.41
fried,4.06
fruit,4.57
fruits,4.07
fudge,3.33
garlic,3.92
ginger,3.93
gingerbread,3.03
gizzard,2.38
goldfish,3.28
grain,4.18
grains,3.7
grape,3.7
grapes,3.73
gravy,3.48
greens,3.86
grill,3.84
gum,3.94
ham,4.12
hash,3.63
honey,4.37
ice,5.0
icing,3.49
italian,4.66
jam,4.17
jelly,3.77
jerky,3.1
juice,4.36
ketchup,3.46
lamb,4.02
lemon,4.1
lemonade,3.44
lemons,3.29
lentils,3.0
lettuce,3.56
limburger,1.69
lime,3.86
limes,2.85
liquor,4.01
liver,4.18
lobster,3.65
macaroni,3.11
mackerel,3.08
marmalade,2.89
mayonnaise,3.24
meal,4.48
meat,4.63
meats,3.48
melon,3.32
mexican,4.41
milk,4.66
millet,2.98
mint,3.92
mocha,2.98
monkey,4.07
monterey,3.33
muffin,3.35
muffins,3.24
mushroom,3.63
mushrooms,3.71
mussel,2.74
mustard,3.69
mutton,3.01
napoleon,3.77
noodle,3.42
noodles,3.7
nuggets,3.5
nut,4.04
nuts,4.3
oatmeal,3.37
oats,3.4
oil,5.1
olive,4.09
olives,3.35
omelet,2.63
omelette,2.85
onion,3.89
onions,3.78
orange,4.62
oranges,3.52
oyster,3.54
pancake,3.35
pancakes,3.59
parmesan,3.17
parsley,3.27
pastry,3.53
pate,2.88
pea,3.54
peach,3.77
peaches,3.5
peanut,3.9
peanuts,3.52
pear,3.47
pears,3.16
peas,3.65
pepper,4.14
peppers,3.66
pheasant,3.03
pickle,3.39
pickles,3.48
pie,4.19
pies,3.58
pig,4.14
pill,4.03
pineapple,3.58
plum,3.55
plums,2.97
pomegranate,2.93
pop,4.87
pork,4.03
potato,4.11
potatoes,4.09
poultry,3.54
prune,2.96
pudding,3.61
pumpkin,3.83
quail,3.13
rabbit,4.05
radishes,2.67
raisin,3.01
raisins,3.14
raspberries,2.98
raspberry,3.5
relish,3.32
rib,3.59
ribs,3.8
rice,4.55
roast,3.87
roll,4.75
rolls,4.23
rooster,3.31
roots,4.34
rosemary,3.57
sage,3.83
salad,4.15
salmon,4.01
salt,4.6
sandwich,4.13
sandwiches,3.77
sardine,2.66
sardines,2.93
sauce,4.3
sausage,3.8
sausages,3.3
seaweed,3.22
seeds,4.28
shark,4.1
sherbet,2.5
shrimp,3.79
snack,3.9
snails,3.26
sod,3.25
soda,4.04
soup,4.15
spice,3.94
spices,3.55
spinach,3.48
sprinkle,3.39
sprite,3.19
sprouts,3.23
squash,3.63
steak,3.97
stew,3.48
strawberries,3.54
strawberry,3.72
stuffing,3.47
sub,4.66
subway,4.05
sucker,3.59
suckers,3.18
sugar,4.68
sweets,3.62
syrup,3.76
tangerines,2.29
tart,3.37
tea,4.73
toast,3.96
tomato,3.85
tomatoes,3.9
tongue,4.37
trout,3.78
turkey,4.56
turnip,2.84
union,5.08
vanilla,3.84
veal,3.08
vegetable,3.94
vegetables,4.15
venison,2.89
vinegar,3.64
walnut,3.56
walnuts,3.03
water,5.52
watermelon,3.35
wheat,4.01
wine,4.74
wings,4.44
wrap,4.2
wraps,3.57
yeast,3.67
berry,3.97
buttermilk,2.95
cavendish,3.16
cocoa,3.64
crude,4.0
curd,2.92
gas,5.01
loaf,3.49
loaves,2.92
melons,2.91
orchard,3.57
porridge,3.11
rhubarb,2.97
sauces,3.19
soups,3.1
