Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,Phonological_Similarity_mean,Phonological_Similarity_std,#_of_Items
CAJ-663,0.2619384689258067,0.111348417536939,4.079166666666667,0.5752195548065835,0.0873304347826087,0.11871581971162214,24
CAM-666,0.29501964138490816,0.09564846296373979,3.985357142857143,0.5971567332126165,0.09052962962962964,0.13871308189323417,28
CAP-671,0.2927763020259609,0.10655484167173569,4.098000000000001,0.5263938889422913,0.05203684210526316,0.09786720714273053,20
CAS-674,0.29108785453920527,0.07037388737312948,4.0590625,0.5190895216160818,0.07397096774193548,0.09036226053520494,32
CAV-678,0.2684778873502533,0.05737806610216269,4.0596,0.5903281573272048,0.13245833333333334,0.1679565573144661,25
CAY-681,0.31328450834106647,0.0981352400578698,4.11,0.5363580893395755,0.07786285714285715,0.10492548079951032,36
CBD-686,0.31728264720986166,0.09823410930892523,4.339444444444444,0.3133776564395675,0.06934705882352941,0.08723016334421725,18
CBF-691,0.3058022093865373,0.08365545682895718,3.983448275862069,0.47971923233483266,0.05772857142857143,0.10701936777688925,29
CBH-693,0.2985592446408684,0.0853540049382236,4.0325,0.5836702560024243,0.09129354838709677,0.09653580315262612,32
CBJ-697,0.3066949816097191,0.08846174574595939,4.328,0.3986107453591655,0.11508947368421053,0.11366163671537867,20
CBL-698,0.31093982221134164,0.07456985133370293,4.182857142857143,0.4886526665960481,0.08304,0.10706529930742954,21
CBM-702,0.32920928104889524,0.10350352744372272,4.039642857142857,0.5003219862719308,0.12002222222222222,0.14714962122153435,28
CBP-707,0.314199601485448,0.0830531890320826,4.091875,0.4859539172364178,0.11388387096774193,0.1482465673504206,32
CBS-711,0.3082231645708328,0.07075070715116813,4.371176470588235,0.5421125615697948,0.04546875,0.10357957146561284,17
CBW-715,0.2751373915074571,0.08981246537316549,3.9523809523809526,0.5205468736041431,0.060965000000000005,0.10338703611595655,21
CCB-720,0.25187164689046104,0.07618016978959055,3.925625,0.47390531754771453,0.09032666666666667,0.11763951271737297,16
CCD-722,0.30003911785431286,0.06837946947149982,3.868409090909091,0.5146999269469099,0.13537906976744185,0.15482281202369239,44
CCF-724,0.29220238228036804,0.04877970756258778,4.166875,0.6711355426936251,0.04135333333333333,0.0710971354322146,16
CCH-726,0.32234878610772627,0.06861102314137371,4.244782608695652,0.5178352630748455,0.0640090909090909,0.08287969427395181,23
CCX-744,0.2895458367182596,0.09599761909055542,4.0181818181818185,0.45169138604262554,0.11161904761904762,0.12314537595479425,22
CDG-753,0.32001648486145357,0.10380991139416568,3.9209375,0.6059722093861952,0.15450645161290322,0.1778740714391015,32
CDH-754,0.26618864854720575,0.09175859691310478,4.182,0.4302660675545874,0.04452222222222222,0.08814761451363527,10
CDM-759,0.2975252526027267,0.09773853803436254,3.953225806451613,0.61836551810276,0.08260666666666668,0.15706870215100874,31
CDR-764,0.30066563985235445,0.052961709029715184,4.162413793103449,0.5927999853745767,0.04502142857142858,0.10714478040601871,29
CDU-767,0.3357629532375973,0.08604188300625695,3.976785714285714,0.6349281299160796,0.08268148148148148,0.10753591184428733,28
SGO-159,0.30052514022059906,0.12767079323085082,4.008571428571429,0.4448736956058616,0.08868529411764706,0.12617631514851085,35
SKE-234,0.2854108152779028,0.07922169045046519,4.148235294117647,0.6697316187671523,0.08905,0.11105564371070928,17
SMK-401,0.2927766244228922,0.08411789399432813,4.085,0.38720638925357087,0.08181212121212122,0.11719058131302552,34
SNI-300,0.2975259894705547,0.0804040234681943,4.255,0.5690885385472831,0.07807647058823529,0.11466759311926236,18
SNR-308,0.32031417605894,0.11790602362219761,3.9886666666666666,0.6354960567110062,0.02627857142857143,0.06686445736967181,15
SNT-310,0.2796135778583067,0.07895969861648212,3.8721739130434782,0.6626321927924278,0.09746818181818181,0.13720654359782047,23
SNV-312,0.3145339530068571,0.08903741645028282,4.0271875,0.6115091557619112,0.09501612903225806,0.10482377941661326,32
SNY-315,0.35351405302089495,0.08404491056340095,4.099130434782609,0.5946573730345466,0.08383181818181819,0.12149489264736167,23
SOA-317,0.27956971391933333,0.06135904766333842,4.732857142857143,0.6307856023963102,0.0001,0.0,7
SOQ-329,0.3069148709282043,0.07975682284251484,4.1365384615384615,0.5228456162783984,0.108052,0.11730230219394672,26
SPL-436,0.2890845025518592,0.04315617156305305,3.895,0.5773380558816739,0.115,0.14848819818423284,14
SPV-450,0.2699883139833,0.08138843164650982,3.9795454545454545,0.49802923296039237,0.07875238095238095,0.11849707430585624,22
SRF-483,0.30195706904563485,0.08438065514347613,4.1325,0.6504980609292601,0.14485454545454546,0.16762667069196574,12
SRR-498,0.30971039801159395,0.06991718259390235,4.069090909090909,0.648528804595147,0.031152380952380952,0.06642664841046565,22
SSG-520,0.2710557187132336,0.06978829705445244,4.1207692307692305,0.758358551285401,0.0946,0.10507332504667222,13
SUG-544,0.3185401258017688,0.05288886573953703,4.181875,0.44062408392339747,0.046740000000000004,0.08312453479998723,16
SVH-570,0.2964365231567967,0.0896867230537831,4.1937500000000005,0.5963430220938281,0.06451333333333334,0.09462687527235338,16
SVY-587,0.2665405754996393,0.07453144440560522,3.9636842105263157,0.5126641799497101,0.12922222222222224,0.1763053619536138,19
SZA-781,0.30687799872980814,0.08553144502439092,4.014444444444445,0.5003026861588672,0.090325,0.10254544288822813,9
